language,dialect,accent,text,transliteration,sentiment_1,sentiment_2,sentiment_3
Semnani,Semnani,Semnani,خٍرسی بٍبٍرچیشُن اُوْنگٍری.,khersi beberchishon owngeri.,neutral,negative,neutral
Semnani,Semnani,Semnani,اَگٍه گیابو اُوْ دٍلَه هُوٍنگی بَکوتَن، تَه مٍنارزِه ویکار با.,"age giyābu ow dela hovengi bakutan, ta menārze vikār bā.",negative,negative,positive
Semnani,Semnani,Semnani,کور اَگٍه واژار نَشو، واژار مٍگُندییِه,"kur age vāzhār nashu, vāzhār megondiye",positive,neutral,negative
Semnani,Semnani,Semnani,اٍن آخٍرین کَردَه‌یَه.,en ākherin kardaya.,positive,negative,negative
Semnani,Semnani,Semnani,چاخو هَمیشَه تَیی کِئین دَرَه.,chākhu hamisha tayi kein dara.,negative,negative,negative
Semnani,Semnani,Semnani,قِیمٍتی چی نٍسبٍت بٍه میقدار غٍذایی، خِیلی گٍرُنَه وُ مُنصٍفانَه نییَه. ساندِویچ هَیولایی ژامبون، دٍر حَدّی وَچَه غولی هَم نَبا، اَصلَن هَم بامَزَه نَبا، اَمّا ساندِویچی چوریتسو عالی و خِیلی بامَزَه با.,"qeymeti chi nesbet be miqdār ghezāyi, kheyli gerona vo monsefāna niya. sāndevich hayulāii zhāmbun, der haddi vacha ghuli ham nabā, aslan ham bāmaza nabā, ammā sāndevichi churitsu āli o kheyli bāmaza bā.",negative,negative,neutral
Semnani,Semnani,Semnani,لُطف هاکٍرین عَکسایی اینتٍرنٍتی پی ایستیفادَه ناکٍرین، اون عَکسایی کو خوشتٍرَه دُرُست کٍرچیتُن وارزین، آخٍه اٍنی کُجَه وُ اونی کُجَه. مُتَأسٍفون,"lotf hākerin aksāii interneti pi istifāda nākerin, oun aksāii ko khushtera dorost kerchiton vārzin, ākhe eni koja vo ouni koja. motaessefun",negative,neutral,neutral
Semnani,Semnani,Semnani,خِیلی خٍراب بٍبابا,kheyli kherāb bebābā,negative,negative,negative
Semnani,Semnani,Semnani,بٍه جایی کِیکی وانیلی کاکائویی، کِیکی کاکائویی سادِه وِسی بٍبابا.,"be jāyi keyki vānili kākāuyi, keyki kākāuyi sāde vesi bebābā.",negative,positive,neutral
Semnani,Semnani,Semnani,ژو خورِش اُوْین مَزَه دٍردِش و نُوِه وُ پَنج دَرصَدی ژو قِیمٍتی لَپِه بِن، اَصلا سٍفارٍش مٍناکٍرون.,"zho khuresh owvin maza derdesh o nove vo panj darsadi zho qeymeti lape ben, aslā sefāresh menākerun.",negative,negative,neutral
Semnani,Semnani,Semnani,خِیلی عالی و بٍه مُوْقَه با، مَمنینون.,"kheyli āli o be mowqa bā, mamninun.",positive,positive,positive
Semnani,Semnani,Semnani,ساندٍویجین اٍندازَه نٍصف بٍبابا.,sāndevijin endāza nesf bebābā.,negative,negative,negative
Semnani,Semnani,Semnani,عالی با، فَقٍد جایی اییَه چٍنگالین خالی با.,"āli bā, faqed jāyi iya chengālin khāli bā.",positive,neutral,positive
Semnani,Semnani,Semnani,خِیلی بی‌نٍمٍک با وُ بویی تُندی گوشتی مادِش.,kheyli binemek bā vo buyi tondi gushti mādesh.,negative,negative,negative
Semnani,Semnani,Semnani,اُوٍّل اِن کو بویی بَدی دٍردِش، دویُّم اٍن کو بٍه هَمَه چی مُخورد، غِیری رَست بیف، جوری کو گوشتی آب پِزی کو دٍلَه دیزین وٍندِش خِیلی خُستَه بِبابا، نونی خُشک و بَدمَزِه‌ای دٍردِش. لُطفَن اٍندازِه‌ای مایِعاتی رٍعایٍت هاکٍرین. اٍحتٍمالَن آخٍرین دَفَه‌یَه کو اٍنجو چی مارون.,"ovvel en ko buyi badi derdesh, doyyom en ko be hama chi mokhurd, gheyri rast bif, juri ko gushti āb pezi ko dela dizin vendesh kheyli khosta bebābā, nuni khoshk o badmazeyi derdesh. lotfan endāzei māyeāti reāyet hākerin. ehtemālan ākherin dafaya ko enju chi mārun.",negative,negative,negative
Semnani,Semnani,Semnani,پَس چٍرَه مٍنییا؟,pas chera meniyā,negative,neutral,neutral
Semnani,Semnani,Semnani,هَما هَم مِن.,hamā ham men.,neutral,neutral,positive
Semnani,Semnani,Semnani,جَلدی با.,jaldi bā.,neutral,neutral,positive
Semnani,Semnani,Semnani,پَس کُجَه دَرِه عَزیزی مو؟,pas koja dare azizi mo,positive,neutral,positive
Semnani,Semnani,Semnani,بیا بَشین ناهار بَخورین، وای، نَه، ای چی‌ئی آشغالی بُخوردَن، مو دٍل هُم ریتَه‌یَه.,"biyā bashin nāhār bakhurin, vāy, na, i chii āshghāli bokhurdan, mo del hom ritaya.",negative,neutral,negative
Semnani,Semnani,Semnani,اَ وُ تو وُ حَسَن.,a vo to vo hasan.,neutral,neutral,positive
Semnani,Semnani,Semnani,گُل و بُلبُل و سُنبُل.,gol o bolbol o sonbol.,positive,positive,positive
Semnani,Semnani,Semnani,پَنج با چار و هِیرَه.,panj bā chār o heyra.,neutral,neutral,neutral
Semnani,Semnani,Semnani,آخٍه پَس چٍرَه مٍنییا؟,ākhe pas chera meniyā,negative,negative,negative
Semnani,Semnani,Semnani,مو کَمٍر داغُن وابا.,mo kamer dāghon vābā.,negative,negative,negative
Semnani,Semnani,Semnani,اٍن کاری کو اٍنقٍد چُس چُس کٍردییُن و دیر بٍجُنبییُن نٍدارِه.,en kāri ko enqed chos chos kerdiyon o dir bejonbiyon nedāre.,negative,negative,negative
Semnani,Semnani,Semnani,اینی دَفَه اٍنجور بَبو، ژو رَه دَعوا ماکٍرون.,"ini dafa enjur babu, zho ra davā mākerun.",negative,negative,negative
Semnani,Semnani,Semnani,بَسکی خُوْ با، دٍل پیچَه بِگیتَن.,"baski khow bā, del picha begitan.",negative,positive,negative
Semnani,Semnani,Semnani,چیچی بالا؟,chichi bālā,negative,negative,neutral
Semnani,Semnani,Semnani,با کاری/ آدَمی خَطٍرناکی دٍکٍچی.,bā kāri/ ādami khaternāki dekechi.,negative,negative,negative
Semnani,Semnani,Semnani,خُدا مٍزُنِه، خَجَّه.,"khodā mezone, khajja.",neutral,neutral,neutral
Semnani,Semnani,Semnani,اٍسَه اٍنقٍدَن شوخ و شٍنگ بییُن و بٍگو بٍخَند هاکٍردییُن خُوْ نییَه.,esa enqedan shukh o sheng biyon o begu bekhand hākerdiyon khow niya.,negative,positive,neutral
Semnani,Semnani,Semnani,مٍگَه کٍسی تَه دٍنبالَه کٍرچی؟,mega kesi ta denbāla kerchi,neutral,negative,negative
Semnani,Semnani,Semnani,گُندُمین نون هَضم کٍردییُن، اییَه آسُنین تٍلَه مٍگی. ,"gondomin nun hazm kerdiyon, iya āsonin tela megi.",negative,negative,neutral
Semnani,Semnani,Semnani,اٍن خِیلی خَسیسَه.,en kheyli khasisa.,negative,negative,negative
Semnani,Semnani,Semnani,تیژَه کاردی، نَرَه وَرِه رَه بییِمیچی.,"tizha kārdi, nara vare ra biyemichi.",neutral,positive,neutral
Semnani,Semnani,Semnani,خوشتُنَه بَخُوْ، مَرتُمُنَه تُوْن کَه.,"khoshtona bakhow, martomona town ka.",neutral,positive,neutral
Semnani,Semnani,Semnani,تَه پییِر سُفرَه سَری کیژِه هٍشتَه,ta piyer sofra sari kizhe heshta,negative,positive,neutral
Semnani,Semnani,Semnani,اٍن گوفکی چٍقٍد قَشٍنگییَن.,en gufki cheqed qashengiyan.,positive,positive,positive
Semnani,Semnani,Semnani,شٍما کییَه.,shemā kiya.,neutral,neutral,neutral
Semnani,Semnani,Semnani,خُدِه خَری بٍدیچی کو شاخی ژو نَدِچِش.,khode khari bedichi ko shākhi zho nadechesh.,negative,negative,neutral
Semnani,Semnani,Semnani,مَر بُکُشچِش، مَرَه وَچَه زَندَه واشچِش.,"mar bokoshchesh, mara vacha zanda vāshchesh.",neutral,negative,negative
Semnani,Semnani,Semnani,جَنگٍلی، اُشتُر بٍدیچی.,"jangeli, oshtor bedichi.",negative,negative,negative
Semnani,Semnani,Semnani,زٍمٍستُنی چَش کورَه.,zemestoni chash kura.,negative,negative,negative
Semnani,Semnani,Semnani,روئِن بُراق کٍرچی.,ruen borāq kerchi.,negative,neutral,neutral
Semnani,Semnani,Semnani,فٍدایی تَه سَری، عِیبی نٍدارِه.,"fedāyi ta sari, eybi nedāre.",positive,positive,positive
Semnani,Semnani,Semnani,ژو وٍنییَه چٍقٍدَه پَهنِه، ژو لُوْشِه عَنتٍرین کینین وارییَن.,"zho veniya cheqeda pahne, zho lowshe anterin kinin vāriyan.",negative,negative,negative
Semnani,Semnani,Semnani,اٍنگار کو فیلی کینین پی بٍکٍچی.,engār ko fili kinin pi bekechi.,negative,negative,negative
Semnani,Semnani,Semnani,تَه بٍه خُدِه بَفٍرمین دَنین کییَه.,ta be khode bafermin danin kiya.,positive,positive,positive
Semnani,Semnani,Semnani,عَبدَه اٍن کی با؟,abda en ki bā,neutral,neutral,neutral
Semnani,Semnani,Semnani,غُلُم با سیاه اَبری بییٍما وُ دُختٍرین بٍبٍردِش بٍه قَصری شاهی پَرییُنی.,gholom bā siyā abri biyemā vo dokhterin beberdesh be qasri shāhi pariyoni.,neutral,positive,positive
Semnani,Semnani,Semnani,اٍن وٍبَه چٍقٍدَه قَشٍنگِه.,en veba cheqeda qashenge.,positive,positive,positive
Semnani,Semnani,Semnani,مٍگَن یَخَه تٍکَه جٍر بَدون.,megan yakha teka jer badun.,negative,negative,negative
Semnani,Semnani,Semnani,گَند بَگٍنِه تَه دٍلَه کارین.,gand bagene ta dela kārin.,negative,negative,negative
Semnani,Semnani,Semnani,بَرعَکسی ژو مار کو عاقٍلَه بییَه، او اٍنگار دیوٍنَه‌یَه.,"baraksi zho mār ko āqela biya, ou engār divenaya.",negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dāroshe  ,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,khers o ro vakhra traka,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,vāshnama,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,me chāyi nakhre,neutral,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,"kheyli khib bo, buch var junod, korbunod be.",positive,positive,postive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,tow kovari barem za,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mo ji khzāsho koshta,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,chechi dederese kārta,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dotogun dāran shan,positive,positive,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dotogun dāshtan shoan,positive,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,ravānshenāsa kheyli khāsiat māle shakārtvun shnevāta o shakārtvun ro māle prār az feshāre delhora o tahamole dard o gham o ghosa zonan. ,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,o morabāe khārtvun dāra.,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dar tule amrom mobsa chomoei omnkhārta,negative,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,at o ayālod chinan?,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dashteto dard nakra māle pakhshe mo kelipe malekiye harsini,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,ey dādo bidād māle erse sarāmun ge bi poshto panā manan. ,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,beshtariyāshun avalin karan gevine,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,ey jun var shārmo,negative,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dorude farāvun be yanune korde sarāsare donyā az karmunshā frānta tā kordestun,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,hār vakh nun shederese ka vājshamoka. mā vachegun ji hma veche nāshim o chame rāe manim tā nun ri towa breshta vebu omnedāshta,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,bārtvun o hārtvun,neutral,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dād o bidād,neutral,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,khzānegadār,positive,positive,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,agar amre khzā nabo pari az derakh naka,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,age mo nakhorte nun ganom mnedize dashte mārdom,positive,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,o che chion tā dashe tu chame foru nakri lope vā nakre,positive,positive,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mage zang shu nakoshte,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,dād,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,muna,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,prār,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,veā chekade khashon,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,la'nat be sarod,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,hakerhaye mā az ashki kamtar nahan,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kheyli jāleba bo,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,paghat chame rāe yaki az chmāshoye khashod bo,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mā cham be rāye tāzhatarin tash banobim,positive,positive,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,yani sāt nashut,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,agerche az datā kāregar sāteshta vali punza sāl tule kesha,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,be cha merasa ge ādamoye be ji bano khoze havāpeimā be Logere shan,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,sātvune mo porudgāe rove shozvun be merikhon,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,"drākhte miva kerm az khoshon.
",negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,bare bā ge mudi tā toge bā mnediza.,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gap age tu shesha kre bare shu.,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gap tā tu dele khoda hokme khoda.,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,del kho sopra nahon pishe hma pecho kre.,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kherso shne āhengeri bāshta.,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,age ow she tu yānae veka ge bekuze nahārza bikār be.,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kur age bāzār nashu bāzār gene prāna. ,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,owde kize ākhera.,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,chāken hemisha toge chāha.,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kimate chom nesbat be hajmosh kheyli kheyli gerunon o ziāti gerunon sāndeviche hayulāye zhāmbon kade vache ghul ji nabo aslosh ji mazash nadārt vali sāndeviche choritso āli o kheyli kheyli khash bo,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,marhamat vekri o az aksāye interneti estefāde makrid o akse khoe mahsul ro onit ākhe mo koyā o o koyā mota'sefe,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kheyli dāghune bzabo,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,yāge keyke vānili kākāui keyke kākāui sāda shnefta bo,negative,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,khoreshtosh maze ow shedā o navado panj darsade hajme gheymash lapa bo aslosh pishnahād nakre,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kheyli āli o be mowqa mamnunam,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,hajme sāndevichosh aslan nesfa beza,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,āli ... paghat yāge yaki changāl khāli bo,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kheyli kheyli bimnak bo o buze tonde gush shadā,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,aval moyege buze badish dārt dovom moyege behmachia kha bejoz rostbif juri ge ma she vire gushte ow paze tu diza va kheyli khis bo nune hoshk o badmazeish dārt lotfan tanāsobe māye‘āt ro re‘āyat okri ahtemālan ākharin karatian ke sefāresh az muyete ,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,pa chera nāye,negative,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mā jie tāyim,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,zibo,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,koyāyi azize dalom,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,bio beshim chom vakhrim. vāy na ya chome āshghāli mkharta delme gale hama,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mao to o Hasan,neutal,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gulo bolbolo sonbol,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,panj o chār o se,neutral,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,ākhe cherā nāyi,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,kemarom az beyn sho,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mo kāre ke mokade be pes pes kārtvun o kineham jomnāzvun nadāra,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,"yakarebe mobsa bebo, khozod davokre",positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,okadi khib bo delpiche prānte,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,māle chechi,negative,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,bā ādame khatarnāki barekāpta,negative,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,"khza dāna, Khadije",positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,ya mokade ji shukh o shang bozvun o begu bekhand kārtvun khib nahon,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mage kshomide peya,neutral,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,nune ganom shekame puladi shāvā,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mo ādame kheyli gadāon,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,chaghuye tij māle vereye naron,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,māle khod vakho māle mārdom var ko,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,sofre babāt tā sare kihon,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mi gole chekade jevunan,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,Kse shmā,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,khzā kharshe diza o shākhosh nadāza,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,teraf mārshe khoshta vali vache mārshe zande nāza,positive,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,jangali oshtorshe diza,neutral,negative,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,chame viāsun kuron,neutral,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gorbasha borāqe kārta,positive,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,pede sarod. viyākish nahen.,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,puzosh chekade pechon. loposh rove poshte antaron.,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,angār ge az poshte pile kāpta,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,to ra be khza beparmāyi tu ksa.,positive,positive,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,Abdo mokebo,negative,neutral,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gholum khoze awre siā oma o dotog she qasre showe pariun ba,positive,positive,positive
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,mo vebe chekade khashon,positive,positive,neutral
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,māvā gerivuname teka kre,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,gand vakhra tu kārod,negative,negative,negative
"Dari, Zoroastrian","Dari, Zoroastrian",Yazdi,,pechvārim memāsh ke āqel bo khosh mazani divunaon,negative,negative,negative
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,,,,,
Persian,"Persian, Iranian",Isfahani,برعکسی ننه‌ش که عاقل بود خودش انگار درا دیوونه‌س,baraksi nanesh ke āqel bud khodesh engār darā diyunes,negative,negative,negative
Persian,"Persian, Iranian",Shirazi,دارم می‌رم,Dāram miram,neutral,neutral,positive
Persian,"Persian, Iranian",Shirazi,خرس بخورتش می‌پوکه.,Khers bokhoratesh mipokeh.,negative,negative,positive
Persian,"Persian, Iranian",Shirazi,گشنمه,Goshname,negative,neutral,neutral
Persian,"Persian, Iranian",Shirazi,من چوی نَمخورم,Man choy namkhoram,neutral,positive,neutral
Persian,"Persian, Iranian",Shirazi,عالی بود؛ بوس به جونت، قربونت برم,"Āli bud; bus be junet, qorbunet beram",positive,positive,positive
Persian,"Persian, Iranian",Shirazi,امروز کُجُ دس و رومه شسّه بودم؟,Emruz kojo daso rume shosse budam?,positive,negative,negative
Persian,"Persian, Iranian",Shirazi,ایره خدا زده,Ire khodā zadeh,negative,neutral,negative
